Product,Price,Link,Worth?
"New ListingApple MacBook Pro Mid-2017 13-Inch ""Core i5"" 2.3 GHz, 8GB RAM, 256GB SSD",531,https://www.ebay.com/itm/Apple-MacBook-Pro-Mid-2017-13-Inch-Core-i5-2-3-GHz-8GB-RAM-256GB-SSD/402526911390?hash=item5db8793b9e:g:8gEAAOSwtvxfnvgg,True
MACBOOK PRO 13 | RETINA | CORE i7 | 1TB SSD | 16GB RAM | WARRANTY | OS-2015,386,https://www.ebay.com/itm/MACBOOK-PRO-13-RETINA-CORE-i7-1TB-SSD-16GB-RAM-WARRANTY-OS-2015/283927101432?hash=item421b5fbff8:g:dowAAOSw2gxe9O3R,True
"New ListingApple MacBook Pro 13.3"" Retina Laptop 2.7GHz Intel Core i5 8GB RAM 128GB 2015",417,https://www.ebay.com/itm/Apple-MacBook-Pro-13-3-Retina-Laptop-2-7GHz-Intel-Core-i5-8GB-RAM-128GB-2015/402526915026?hash=item5db87949d2:g:RlcAAOSwy0lfnhCs,True
Apple MacBook Pro 15 PRE-RETINA i7 TURBO 2.9ghz ❅ 16GB RAM 1TB STORAGE ❅ OS-2017,680,https://www.ebay.com/itm/Apple-MacBook-Pro-15-PRE-RETINA-i7-TURBO-2-9ghz-16GB-RAM-1TB-STORAGE-OS-2017/202667418127?hash=item2f2feb620f:g:qiwAAOSwc~NfnYoM,True
Macbook Pro 13 16gb ram 250gb SSD Drive,353,https://www.ebay.com/itm/Macbook-Pro-13-16gb-ram-250gb-SSD-Drive/143809462167?hash=item217bb63f97:g:038AAOSwgzVflFF2,True
Apple Macbook Pro 15 Pre-Retina | INTEL 8GB RAM + 256GB SSD HD | 1 Year Warranty,440,https://www.ebay.com/itm/Apple-Macbook-Pro-15-Pre-Retina-INTEL-8GB-RAM-256GB-SSD-HD-1-Year-Warranty/333407624522?_trkparms=ispr%3D1&hash=item4da0a49d4a:g:onwAAOSwP3JdzvcG&amdata=enc%3AAQAFAAACYBaobrjLl8XobRIiIML1V4Imu%252Fn%252BzU5L90Z278x5ickkCrLl8erj3ATP5raQxjc%252F%252B1CB%252BrRpcuMo5TtUp7OKIQAzA6gXQHQH0Rsx8xQC5yfmY6R%252FpUJuYgc0S8KiFiDiJz92Q8hEeq5higtPgg3NiJmJjr0MW9pDJ3y6B3Vk5u1KDSYpmAGp887nGFz2%252Fa07OjABKNdKGJ455gTVVTFr7JG5eIgvWAAq4TTqClmhQAMIrEqWJo74siAiu1FeD%252F8x%252FoU89DMUmVl%252BLtpFUFdtz8jpTA49UKQrjq%252F8vJt8Q3I77ge6%252BaCCbJriBPimrzVCRvW651y9FZnLBWA1vPZ9z16z3fDBdWDv6WYl0NJgY1n0HSk3nt1i9DQSqUjuYd9KdemtgUT109iyB%252FQap%252Bmuin4pWeHse3t27a6ac6mwOR%252Bd1JZ1xp9QazNckAk%252BacfM1PfZbctkvETIKYsyzvdW9M%252B0NHwHd9dIJmEXyiGZRffEoEFXeoCAQIOiiw4DHDrc7xkDhylTJKpfht7IqbCIRiSQaWRMQCDIAKzpOtcIqkdujIjWUFhqCPKgU2DZH6qG0fQ5JW7ffx0IsqKcZuNxK6R%252BbaT%252FG9A3YPh31t4ytfkA3ZFVi2vb%252BRjcjjNk8Co9%252B2g6fWVcs%252FsJeSH9ZDafvtqV%252BcPjdloVMXm6aUGNMHX%252BkSJ5cKD3zw7NR9k2k69bmlUNsZiKI8UVHRVFQL6I%252BhC%252BHsVjfwRqKj8ouCeNlmA46GlV85cIdW5IFhI1SjKKBL13%252BZ%252FGjiLenBslZzyj4SBu7savgvHLOvsnZi78miHq%7Ccksum%3A3334076245222973e3fbe22244d2b714e3577f5cbc1c%7Campid%3APL_CLK%7Cclp%3A2334524,True
"APPLE MACBOOK PRO 15"" RETINA / RADEON R9 / CORE i7 / 16GB / 1TB SSD / OS-2015",611,https://www.ebay.com/itm/APPLE-MACBOOK-PRO-15-RETINA-RADEON-R9-CORE-i7-16GB-1TB-SSD-OS-2015/283945992362?_trkparms=ispr%3D1&hash=item421c8000aa:g:rrQAAOSwjAJfC4Xl&amdata=enc%3AAQAFAAACYBaobrjLl8XobRIiIML1V4Imu%252Fn%252BzU5L90Z278x5ickk7PdDazAlGltMLJlUhrWsD2vEr9eJBDYSpyFRNL4IpgTgz6CjQPLn4BNaNiM7FO3RF4DCYpOHPZCiEi6OEwhd%252FS9HpcyiLL1LHfwOnnHHKQzB7zdkeVqgr4J%252Fyy4yaUiYj2B%252B1S1yQxyJG%252FGuRvOVOugQuBcxeTC43%252FGLaDDF%252BPXbykAMrDq2nvDD80PiSc5FCBvjCXRHyxtdEit3GdNb0MgJt%252BYAAUqAFlB4hFMjec%252BvQX2wN6j7kPtRX9TpnScJL9YCwuSots%252B%252BD4dh51nXaZH5Rx8XKhgEqdvhs%252BuURgPZuU%252B%252BYUIpo4Ln3BAPzLXr47Ut5K4CFxwj7ElOnIe%252FGOo8EXLlONPyAjzYwnm%252Fj1vbgi0q9OtWK%252FDaiDBJ2VWQgckKCueIsKPVwOSEHnDIXs%252B1zTY%252BXxtIQmIvMkspTvkSdx6YQ3CEXoBxFvix%252Fyu7pKF2i%252BoVgS4nyJk1owjg2tL1RAifoBqkuGNisZVi6K4kA%252F8bOyObnXsXKD9HBz3BIHF%252FIGoR1RsHt9y6G1uTEivRrNBGaSLbmaPFyWyTeDg10kEdB9eOQl%252FFCuIcaf1DqJS7l5%252Bcbxk2C6C8aEkYfiPh1mOIA7spoNz1x%252BaqmfKIVmae4mRpSZ1xAFlefsSYurnvURV8HO10%252F23570O2GXM0NDSq7rCiC3qIfrkp5jO%252BMdyEHvQ9fy7M8%252BLi8RxRetpVdnx76%252Buzvm2GpBmssxCFtvooiwK%252F27XbbH0OHLXEswJsyu7jz%252FH%252FMSf6Ep3e%7Ccksum%3A2839459923622973e3fbe22244d2b714e3577f5cbc1c%7Campid%3APL_CLK%7Cclp%3A2334524,True
❆ Apple MacBook Pro 13 / 2.4GHz INTEL / 8GB RAM / 1TB / 3 YR WARRANTY OS-2017,483,https://www.ebay.com/itm/Apple-MacBook-Pro-13-2-4GHz-INTEL-8GB-RAM-1TB-3-YR-WARRANTY-OS-2017/202661215955?_trkparms=ispr%3D1&hash=item2f2f8cbed3:g:XekAAOSwUvFfiZNG&amdata=enc%3AAQAFAAACYBaobrjLl8XobRIiIML1V4Imu%252Fn%252BzU5L90Z278x5ickkrmmq8hWevtuKE7%252F%252BLfVXtgMf8bIDXecbdidwWmKp5CXPn3a806XLJRnVcW6mErIK4Fh1j01hBD8i6a0zukvYW3gkpDmDCL5YS15PJ6UWGZhmlWaXlOAL%252F7VdKQgLWriV1sWWWhHYIe9TpnS7nIvzdByAmVpkHKqR0lEqxOhQV5Uza1pFeJsrAeop1ioXff9I0DpikRb2exbETznO398WEBD%252FuYs3y7zwrBdBCxx2wnPOrtY%252FsFKM3ag4nGtCpyP45lhPmTErVPZwmDVtT5%252BzyG7AnFoEbIGm4FFjQbrVAMBX7uTF0aX99sCzsMGtAlk%252FTDT946b82r%252BiQBTj15%252FVt9IqDeKdggfA5Sp%252FExLJ%252BTHjARThCY%252BVAM0iOZbo96M6ru4KRS9QUdxjFZjJvKek47IPdp33K%252FdN6SdKMRec8ClmXgQofF6NdL1FkHKAG1nC%252Fy4SPmcSaBOHnyiRGMmwGKgw2dN4ddtpZFjj2iri8AAC9gI5TKjqrZhqq8MQEPbUjiuqiMTvxaMEinCcPQ%252FgRE4bNI%252FGHrMc1JLPCJm9%252F4EuEDJ5f9d%252FjLN9vhtfJk%252B1kJ4JDzAV8r2bsH8oNiSoKB2kIgnDmoInAN7EMWYxSmoHY%252FUGDztKNNDp8wxuk6jQHImmXfFOBifBTX%252BSCZ%252FLFo0oj9Y6vDA1GVLJTM4s78YE3aRmwNYFlxFwweElabZlcom%252BUvPjSEX2G6H52kWWPcHH6%252F%252F37ykNeBsyzcsCcZR9h0BFYzzhqVJ5FrGE%252BhGS%7Ccksum%3A2026612159552973e3fbe22244d2b714e3577f5cbc1c%7Campid%3APL_CLK%7Cclp%3A2334524,True
"Apple MacBook Pro 13"" Touch Bar Intel Core i5 256GB (2020) Space Gray MXK32LL/A",1116,https://www.ebay.com/itm/Apple-MacBook-Pro-13-Touch-Bar-Intel-Core-i5-256GB-2020-Space-Gray-MXK32LL-A/233672522001?epid=4038042762&_trkparms=ispr%3D1&hash=item3667f7b911:g:098AAOSwOhtfeyZT&amdata=enc%3AAQAFAAACYBaobrjLl8XobRIiIML1V4Imu%252Fn%252BzU5L90Z278x5ickkai8xCwosGKpC0NWj85e%252FB8D%252FoIir%252F6zg21ruiLSCIj5SrvEXhRH4dl6mM2a4A4hhxZJgRplM1fSx7agf75i5bNwL%252BmS0yQEaYBfFV96%252FcrL2JxJQkdwMFOWRNbuxhVo5ZhieF7dPSGoeJfu9IE%252FleU2ZOr9wFkrwWbiV61RlHwfqawxecE8tWQ9TLtrGKn5k5pJOD4YLjE%252FhQjasyhl6Ib0312Zqj2%252FktUvocX0jfcJKNwPFUBwTY3CDtORSpZX%252F4JlNI3bl4WC24Qj%252F2jeVQk9kSPZlsG%252FKGK11K0bR1p%252BVLwUBNNuOn5vSNJgYoNfX7aPFfjPrQJ21tdmfhoODsdood1czX0PdX6EYvG9ECpXIERT%252BQjyyD5mb8NJkrJAgObEF95bcCp3OBrrZwTzWC5FoMkMQwzO5tZq9BQnVuEzAdg880D4hPdFcxPyVYCm15kJs%252Fd87jGgxyIVch%252Ba%252BUcq%252FDyILG8rrbRVRAgIJ8naF5GbEmzUn8OFNUKLJVkfdnv4lkopppFG5FcUtFVV7DDf2Cr5qBRfMDRsa%252FFps3tiRrAHTs3Tb%252FQ57RTTLVIuEBjyvzgJuQwl6HfJtL9%252BIv6i9ZMdy1VRkfkf0wS7Fo%252FVT4Rdv%252FBvAJwSeBufzWGFvrb5CvL5j%252FjQiD6E2OY4NHhvmRur%252FukITRMhqRDxNgH%252FKaneFgS%252F7u11WIgtySthmGtnS%252B5cZveZL6PB%252BG4XUIAddZXRB6yFOb5JQza1fJkIdArbwLSQvuZw0USUw767L%7Ccksum%3A2336725220012973e3fbe22244d2b714e3577f5cbc1c%7Campid%3APL_CLK%7Cclp%3A2334524,True
"MacBook Pro 16"" 2019 🍎 Touch Bar i7 16GB RAM 512GB SSD Space Gray 💻 MVVJ2LL/A",1806,https://www.ebay.com/itm/MacBook-Pro-16-2019-Touch-Bar-i7-16GB-RAM-512GB-SSD-Space-Gray-MVVJ2LL-A/333701898420?epid=18035226370&hash=item4db22ee0b4:g:kVMAAOSwsMZfiK0J,True
Macbook Pro,489,https://www.ebay.com/itm/Macbook-Pro/254760505447?hash=item3b50e8d067:g:KhkAAOSw2SVfegB6,True
"Apple MacBook Pro14,1 13''i5@2.30GHz,8GB RAM,250GB SSD Intel IrisPlus Graphic 1",391,https://www.ebay.com/itm/Apple-MacBook-Pro14-1-13i5-2-30GHz-8GB-RAM-250GB-SSD-Intel-IrisPlus-Graphic-1/154165786536?hash=item23e4ff37a8:g:Rn8AAOSwyKlfSSlB,True
Apple MacBook Pro 15 inch * QUAD Core i7 3.4Ghz * 16GB RAM * 2TB SSD * OS2017,868,https://www.ebay.com/itm/Apple-MacBook-Pro-15-inch-QUAD-Core-i7-3-4Ghz-16GB-RAM-2TB-SSD-OS2017/164403107004?hash=item26473054bc:g:jpgAAOSwXrVfb1T~,True
"Apple MacBook Pro 13.3"" Retina  2.7Ghz duel core i5",430,https://www.ebay.com/itm/Apple-MacBook-Pro-13-3-Retina-2-7Ghz-duel-core-i5/174498527631?hash=item28a0ec398f:g:LLMAAOSwf4Bfksgr,True
"Apple Macbook Pro 13"" / Intel 2.5GHZ / 8GB RAM / 512GB SSD / 2 YEAR WARRANTY ",493,https://www.ebay.com/itm/Apple-Macbook-Pro-13-Intel-2-5GHZ-8GB-RAM-512GB-SSD-2-YEAR-WARRANTY/333508419305?hash=item4da6a69ee9:g:VYgAAOSwCtFeT2tE,True
"Apple MacBook Pro 15-inch Mid 2010, Used, Near Mint Condition",173,https://www.ebay.com/itm/Apple-MacBook-Pro-15-inch-Mid-2010-Used-Near-Mint-Condition/133559095615?hash=item1f18be113f:g:iE8AAOSwEUBfmFWy,True
"New ListingApple MacBook Pro 16"" 2019 Intel Core i9 2,3GHz/32GB/1TB Space Grey BTO",2794,https://www.ebay.com/itm/Apple-MacBook-Pro-16-2019-Intel-Core-i9-2-3GHz-32GB-1TB-Space-Grau-BTO/174502667990?epid=4039204118&hash=item28a12b66d6:g:A3gAAOSwVi9foCEp,False
Macbook pro 13 2017,576,https://www.ebay.com/itm/macbook-pro-13-2017/353259088677?hash=item523fe1eb25:g:FuAAAOSwU55fnsSv,True
"Apple MacBook Pro 13"" Core i5 - 2.4 GHz - 8 GB - 500 GB - Late 2011",297,https://www.ebay.com/itm/Apple-MacBook-Pro-13-Core-i5-2-4-GHz-8-GB-500-GB-Late-2011/174446014326?hash=item289dcaef76:g:xlsAAOSwibJfcxX5,True
Apple MacBook Pro 15 Inch Core i5 2.4GHz 8GB 256GB SSD / OSX 2017  / Warranty !!,479,https://www.ebay.com/itm/Apple-MacBook-Pro-15-Inch-Core-i5-2-4GHz-8GB-256GB-SSD-OSX-2017-Warranty/154159231188?hash=item23e49b30d4:g:iUEAAOSwiGRd3s7R,True
"Apple MacBook Pro 13"" , i5 Processor ，Laptop Mid 2012 Ram - 8gb , HDD-1TB.",179,https://www.ebay.com/itm/Apple-MacBook-Pro-13-i5-Processor-Laptop-Mid-2012-Ram-8gb-HDD-1TB/233762859513?hash=item366d5a29f9:g:o-EAAOSwSG5fnBhf,True
"Apple MacBook Pro 13.3"" 256GB Laptop - MLL42LL/A (October, 2016, Space Gray)",395,https://www.ebay.com/itm/Apple-MacBook-Pro-13-3-256GB-Laptop-MLL42LL-A-October-2016-Space-Gray/254761834395?epid=231208399&hash=item3b50fd179b:g:G1gAAOSwelFfmWZ8,True
"Apple MacBook Pro A1278 13"" Mid 2012 2.5GHz core i5 8GB Ram 500GB HDD Catalina",318,https://www.ebay.com/itm/Apple-MacBook-Pro-A1278-13-Mid-2012-2-5GHz-core-i5-8GB-Ram-500GB-HDD-Catalina/154144768565?hash=item23e3be8235:g:BRIAAOSwmNtfgPV0,True
Apple Macbook Pro 13 | 16GB RAM | 1TB SSD | 2.3 GHz Intel | MacOS 2019 Catalina,660,https://www.ebay.com/itm/Apple-Macbook-Pro-13-16GB-RAM-1TB-SSD-2-3-GHz-Intel-MacOS-2019-Catalina/154038719508?hash=item23dd6c5414:g:JggAAOSwch9fj0aC,True
New ListingApple MacBook Pro 13 TouchBar 2018 MR9V2MG/A,695,https://www.ebay.com/itm/Apple-MacBook-Pro-13-TouchBar-2018-MR9V2MG-A/133563632631?hash=item1f19034bf7:g:vjwAAOSwL1tfnteZ,True
Apple MacBook Pro 15 ULTRA HIGH RETINA 3.4 TURBO i7 16GB RAM 2TB SSD ~ WARRANTY,1062,https://www.ebay.com/itm/Apple-MacBook-Pro-15-ULTRA-HIGH-RETINA-3-4-TURBO-i7-16GB-RAM-2TB-SSD-WARRANTY/264147368360?hash=item3d8068f9a8:g:yREAAOSwilNdzpIl,True
Apple Macbook Pro 13 / UPGRADED i5 8GB RAM + 500GB SSD / 2 Years Warranty,502,https://www.ebay.com/itm/Apple-Macbook-Pro-13-UPGRADED-i5-8GB-RAM-500GB-SSD-2-Years-Warranty/333243415588?hash=item4d96dafc24:g:800AAOSwIbBdTP5s,True
"Apple MacBook Pro 13"" LED Backlit Wide-screen Notebook A1278 Fully Working Boxed",196,https://www.ebay.com/itm/Apple-MacBook-Pro-13-LED-Backlit-Wide-screen-Notebook-A1278-Fully-Working-Boxed/254760857950?hash=item3b50ee315e:g:IHQAAOSwCStfmA0b,True
